id,timestamp,type,direction,grade,confidence,setup,current_price,reason_list,engine_version
690e2e57-515c-4181-ac2a-3aea4ba0b2be,2026-08-12T10:01:40.582698,Trading,Long,B,65,vwap,57808.0,"Trend: Close 57808.00 above VWAP 57787.08, slope +2.18 (holding, exits below -4.30) | Pullback: No pullback to EMA10 | Rejection: Lower wick + bullish candle + Close above EMA10 | Volume: Projected relative volume 0.99 in Normal band (3030 in 101s -> projected 9037) | Open Interest: OI 2069760 -> 2070450 (+0.03%) | Poc: Close 57808.00 below POC 57827.50 | Vah: Close 57808.00 below VAH 57895.00 | Val: Close 57808.00 above VAL 57775.00 | Vwap Pullback: Low 57790.00 within 10 of VWAP 57787.08 < Close 57808.00 | Vwap Rejection: Close 57808.00 held 90% of range above VWAP 57787.08",b3620733
07091c52-477c-48dc-9407-9b66328c921f,2026-08-12T10:04:00.635809,Trading,Short,B,65,vwap,57770.2,"Trend: Close 57770.20 below VWAP 57787.01, slope -4.22 (holding, exits above +4.30) | Pullback: No pullback to EMA10 | Rejection: No rejection pattern | Volume: Projected relative volume 0.86 in Normal band (6300 in 241s -> projected 7854) | Open Interest: OI 2069760 -> 2070510 (+0.04%) | Poc: Close 57770.20 below POC 57827.50 | Vah: Close 57770.20 below VAH 57895.00 | Val: Close 57770.20 below VAL 57775.00 | Vwap Pullback: High 57815.00 within 10 of VWAP 57787.01 > Close 57770.20 | Vwap Rejection: Close 57770.20 held 100% of range below VWAP 57787.01",b3620733
c8541f9b-9388-40b4-9928-8966fa3c9c08,2026-08-12T10:04:12.642370,Trading,Short,A,80,vwap,57770.2,"Trend: Close 57770.20 below VWAP 57786.98, slope -0.91 (holding, exits above +4.30) | Pullback: No pullback to EMA10 | Rejection: No rejection pattern | Volume: Projected relative volume 0.86 in Normal band (6600 in 253s -> projected 7837) | Open Interest: OI 2069760 -> 2071320 (+0.08%) | Poc: Close 57770.20 below POC 57827.50 | Vah: Close 57770.20 below VAH 57895.00 | Val: Close 57770.20 below VAL 57775.00 | Vwap Pullback: High 57815.00 within 10 of VWAP 57786.98 > Close 57770.20 | Vwap Rejection: Close 57770.20 held 100% of range below VWAP 57786.98",b3620733
3d02bd98-8ca1-48fb-accc-a5058ef15666,2026-08-12T10:32:55.223196,Trading,Long,A,80,ema,57890.0,"Trend: Close 57890.00 above VWAP 57797.80, slope +3.64 (holding, exits below -4.30) | Pullback: Low 57830.20 <= EMA10 57832.79 < Close 57890.00 | Rejection: Lower wick + bullish candle + Close above EMA10 | Volume: Projected relative volume 1.27 in Normal band (7260 in 175s -> projected 12430) | Open Interest: OI 2069640 -> 2071140 (+0.07%) | Poc: Close 57890.00 above POC 57832.50 | Vah: Close 57890.00 above VAH 57885.00 | Val: Close 57890.00 above VAL 57780.00 | Vwap Pullback: No pullback to VWAP 57797.80 | Vwap Rejection: Close 57890.00 held 100% of range above VWAP 57797.80",b3620733
dc6a13a1-c961-4fa0-9aad-a47e817aef3c,2026-08-12T10:32:57.228193,Trading,Long,A+,95,ema,57895.0,"Trend: Close 57895.00 above VWAP 57798.17, slope +3.89 (holding, exits below -4.30) | Pullback: Low 57830.20 <= EMA10 57833.70 < Close 57895.00 | Rejection: Lower wick + bullish candle + Close above EMA10 | Volume: Projected relative volume 1.38 >= 1.30 (7950 in 177s -> projected 13457) | Open Interest: OI 2069640 -> 2071140 (+0.07%) | Poc: Close 57895.00 above POC 57832.50 | Vah: Close 57895.00 above VAH 57885.00 | Val: Close 57895.00 above VAL 57780.00 | Vwap Pullback: No pullback to VWAP 57798.17 | Vwap Rejection: Close 57895.00 held 100% of range above VWAP 57798.17",b3620733
77a0c398-649c-4054-b6d8-ec82650bb7fa,2026-08-12T11:01:41.827675,Trading,Short,B,65,vwap,57770.8,"Trend: Close 57770.80 below VWAP 57816.39, slope -4.65 (entered, exits above -4.30) | Pullback: No pullback to EMA10 | Rejection: No rejection pattern | Volume: Projected relative volume 0.88 in Normal band (3150 in 102s -> projected 9281) | Open Interest: OI 2076750 -> 2077230 (+0.02%) | Poc: Close 57770.80 below POC 57832.50 | Vah: Close 57770.80 below VAH 57895.00 | Val: Close 57770.80 below VAL 57780.00 | Vwap Pullback: High 57825.80 within 10 of VWAP 57816.39 > Close 57770.80 | Vwap Rejection: Close 57770.80 held 100% of range below VWAP 57816.39",b3620733
a82a70d3-40b6-4142-a4fb-e023f23796d4,2026-08-12T11:02:41.852275,Trading,Short,A,80,vwap,57771.0,"Trend: Close 57771.00 below VWAP 57816.05, slope +0.04 (holding, exits above +4.30) | Pullback: No pullback to EMA10 | Rejection: No rejection pattern | Volume: Projected relative volume 0.86 in Normal band (4890 in 162s -> projected 9064) | Open Interest: OI 2076750 -> 2078040 (+0.06%) | Poc: Close 57771.00 below POC 57832.50 | Vah: Close 57771.00 below VAH 57895.00 | Val: Close 57771.00 below VAL 57780.00 | Vwap Pullback: High 57825.80 within 10 of VWAP 57816.05 > Close 57771.00 | Vwap Rejection: Close 57771.00 held 99% of range below VWAP 57816.05",b3620733
ef71b774-539f-4b5b-bc10-365198d8ca5e,2026-08-12T11:06:01.931682,Trading,Long,A,80,vwap,57820.0,"Trend: Close 57820.00 above VWAP 57815.60, slope +8.73 (entered, exits below +4.30) | Pullback: No pullback to EMA10 | Rejection: No rejection pattern | Volume: Projected relative volume 1.44 >= 1.25 (3060 in 62s -> projected 14823) | Open Interest: OI 2078520 -> 2078400 (-0.01%) | Poc: Close 57820.00 below POC 57832.50 | Vah: Close 57820.00 below VAH 57895.00 | Val: Close 57820.00 above VAL 57780.00 | Vwap Pullback: Low 57772.00 within 10 of VWAP 57815.60 < Close 57820.00 | Vwap Rejection: Close 57820.00 held 84% of range above VWAP 57815.60",b3620733
acbcda5f-45ff-4a08-abfb-80f4085ab6b8,2026-08-12T11:09:28.008598,Trading,Long,A+,95,vwap,57850.0,"Trend: Close 57850.00 above VWAP 57816.45, slope +5.45 (entered, exits below +4.30) | Pullback: Low 57772.00 <= EMA10 57834.69 < Close 57850.00 | Rejection: No rejection pattern | Volume: Projected relative volume 1.46 >= 1.25 (13350 in 268s -> projected 14944) | Open Interest: OI 2078520 -> 2082510 (+0.19%) | Poc: Close 57850.00 above POC 57832.50 | Vah: Close 57850.00 below VAH 57895.00 | Val: Close 57850.00 above VAL 57780.00 | Vwap Pullback: Low 57772.00 within 10 of VWAP 57816.45 < Close 57850.00 | Vwap Rejection: Close 57850.00 held 89% of range above VWAP 57816.45",b3620733
92ca55e0-521d-4764-9ee8-b5bafc7210ea,2026-08-12T11:12:04.065674,Trading,Short,A+,95,ema+vwap,57810.0,"Trend: Close 57810.00 below VWAP 57818.57, slope -11.64 (entered, exits above -4.30) | Pullback: High 57880.00 >= EMA10 57832.91 > Close 57810.00 | Rejection: Upper wick + bearish candle + Close below EMA10 | Volume: Projected relative volume 2.89 >= 1.25 (10830 in 124s -> projected 26188) | Open Interest: OI 2082510 -> 2087880 (+0.26%) | Poc: Close 57810.00 below POC 57832.50 | Vah: Close 57810.00 below VAH 57895.00 | Val: Close 57810.00 above VAL 57780.00 | Vwap Pullback: High 57880.00 within 10 of VWAP 57818.57 > Close 57810.00 | Vwap Rejection: Close 57810.00 held 100% of range below VWAP 57818.57",b3620733
96715e6e-fd41-47b3-af88-249be30afbbb,2026-08-12T11:22:44.292634,Trading,Long,B,65,ema+vwap,57824.4,"Trend: Close 57824.40 above VWAP 57816.88, slope +8.07 (entered, exits below +4.30) | Pullback: Low 57756.00 <= EMA10 57819.55 < Close 57824.40 | Rejection: Lower wick + bullish candle + Close above EMA10 | Volume: Projected relative volume 0.98 in Normal band (4530 in 164s -> projected 8272) | Open Interest: OI 2093550 -> 2094270 (+0.03%) | Poc: Close 57824.40 at POC 57832.50 | Vah: Close 57824.40 below VAH 57885.00 | Val: Close 57824.40 above VAL 57775.00 | Vwap Pullback: Low 57756.00 within 10 of VWAP 57816.88 < Close 57824.40 | Vwap Rejection: Close 57824.40 held 100% of range above VWAP 57816.88",b3620733
7ef70e5a-9d71-485b-a3fd-9795fc3405fa,2026-08-12T11:34:46.545798,Trading,Long,B,65,ema+vwap,57820.8,"Trend: Close 57820.80 above VWAP 57815.54, slope +7.42 (entered, exits below +4.30) | Pullback: Low 57728.00 <= EMA10 57811.33 < Close 57820.80 | Rejection: Lower wick + bullish candle + Close above EMA10 | Volume: Projected relative volume 1.13 in Normal band (8220 in 287s -> projected 8606) | Open Interest: OI 2093820 -> 2094720 (+0.04%) | Poc: Close 57820.80 below POC 57832.50 | Vah: Close 57820.80 below VAH 57885.00 | Val: Close 57820.80 above VAL 57775.00 | Vwap Pullback: Low 57728.00 within 10 of VWAP 57815.54 < Close 57820.80 | Vwap Rejection: Close 57820.80 held 100% of range above VWAP 57815.54",b3620733
4757f47b-5060-4be9-b512-f4369885913c,2026-08-12T11:34:50.548128,Trading,Long,A,80,ema+vwap,57825.8,"Trend: Close 57825.80 above VWAP 57815.60, slope +8.33 (entered, exits below +4.30) | Pullback: Low 57728.00 <= EMA10 57812.24 < Close 57825.80 | Rejection: Lower wick + bullish candle + Close above EMA10 | Volume: Projected relative volume 1.37 >= 1.30 (10140 in 291s -> projected 10470) | Open Interest: OI 2093820 -> 2094720 (+0.04%) | Poc: Close 57825.80 at POC 57832.50 | Vah: Close 57825.80 below VAH 57885.00 | Val: Close 57825.80 above VAL 57775.00 | Vwap Pullback: Low 57728.00 within 10 of VWAP 57815.60 < Close 57825.80 | Vwap Rejection: Close 57825.80 held 100% of range above VWAP 57815.60",b3620733
11413210-1260-4e31-83a2-69707316b2d3,2026-08-12T11:36:02.575745,Trading,Short,A+,95,ema+vwap,57800.0,"Trend: Close 57800.00 below VWAP 57815.72, slope -4.33 (entered, exits above -4.30) | Pullback: High 57823.80 >= EMA10 57809.87 > Close 57800.00 | Rejection: Upper wick + bearish candle + Close below EMA10 | Volume: Projected relative volume 2.28 >= 1.25 (3780 in 63s -> projected 18122) | Open Interest: OI 2094720 -> 2101830 (+0.34%) | Poc: Close 57800.00 below POC 57832.50 | Vah: Close 57800.00 below VAH 57885.00 | Val: Close 57800.00 above VAL 57775.00 | Vwap Pullback: High 57823.80 within 10 of VWAP 57815.72 > Close 57800.00 | Vwap Rejection: Close 57800.00 held 100% of range below VWAP 57815.72",b3620733
2ee2918c-a59d-4d5d-9df0-8562b2733797,2026-08-12T11:46:54.806383,Trading,Short,A+,95,ema+vwap,57769.6,"Trend: Close 57769.60 below VWAP 57812.15, slope -5.53 (entered, exits above -4.30) | Pullback: High 57806.00 >= EMA10 57789.16 > Close 57769.60 | Rejection: Upper wick + bearish candle + Close below EMA10 | Volume: Projected relative volume 1.34 >= 1.25 (4140 in 115s -> projected 10818) | Open Interest: OI 2109930 -> 2111850 (+0.09%) | Poc: Close 57769.60 below POC 57812.50 | Vah: Close 57769.60 below VAH 57885.00 | Val: Close 57769.60 below VAL 57770.00 | Vwap Pullback: High 57806.00 within 10 of VWAP 57812.15 > Close 57769.60 | Vwap Rejection: Close 57769.60 held 100% of range below VWAP 57812.15",b3620733
f282d078-3875-460d-aae9-d99a287aca48,2026-08-12T12:43:07.991046,Trading,Short,B,65,vwap,57770.0,"Trend: Close 57770.00 below VWAP 57805.54, slope -4.55 (entered, exits above -4.30) | Pullback: No pullback to EMA10 | Rejection: No rejection pattern | Volume: Projected relative volume 0.92 in Normal band (3480 in 188s -> projected 5554) | Open Interest: OI 2117160 -> 2117160 (+0.00%) | Poc: Close 57770.00 below POC 57812.50 | Vah: Close 57770.00 below VAH 57885.00 | Val: Close 57770.00 above VAL 57755.00 | Vwap Pullback: High 57797.00 within 10 of VWAP 57805.54 > Close 57770.00 | Vwap Rejection: Close 57770.00 held 100% of range below VWAP 57805.54",b3620733
d652cbec-f683-488c-bb27-bb9f20bd6e42,2026-08-12T12:43:52.025940,Trading,Short,A,80,ema+vwap,57750.0,"Trend: Close 57750.00 below VWAP 57805.45, slope -8.55 (entered, exits above -4.30) | Pullback: High 57797.00 >= EMA10 57763.84 > Close 57750.00 | Rejection: Upper wick + bearish candle + Close below EMA10 | Volume: Projected relative volume 0.88 in Normal band (4080 in 232s -> projected 5275) | Open Interest: OI 2117160 -> 2118270 (+0.05%) | Poc: Close 57750.00 below POC 57812.50 | Vah: Close 57750.00 below VAH 57885.00 | Val: Close 57750.00 below VAL 57755.00 | Vwap Pullback: High 57797.00 within 10 of VWAP 57805.45 > Close 57750.00 | Vwap Rejection: Close 57750.00 held 76% of range below VWAP 57805.45",b3620733
95980ff5-090a-4d4b-877b-c642b55e9f2e,2026-08-12T13:27:38.953013,Trading,Short,A+,95,ema,57738.4,"Trend: Close 57738.40 below VWAP 57803.37, slope -6.00 (entered, exits above -4.30) | Pullback: High 57788.40 >= EMA10 57755.44 > Close 57738.40 | Rejection: Upper wick + bearish candle + Close below EMA10 | Volume: Projected relative volume 1.67 >= 1.25 (2820 in 159s -> projected 5322) | Open Interest: OI 2132880 -> 2134110 (+0.06%) | Poc: Close 57738.40 below POC 57792.50 | Vah: Close 57738.40 below VAH 57875.00 | Val: Close 57738.40 below VAL 57750.00 | Vwap Pullback: No pullback to VWAP 57803.37 | Vwap Rejection: Close 57738.40 held 100% of range below VWAP 57803.37",b3620733
20e49234-cee7-45d5-babf-bdba528ded2e,2026-08-12T13:41:45.270332,Trading,Short,B,65,ema+vwap,57761.0,"Trend: Close 57761.00 below VWAP 57802.96, slope -5.09 (entered, exits above -4.30) | Pullback: High 57798.00 >= EMA10 57762.25 > Close 57761.00 | Rejection: Upper wick + bearish candle + Close below EMA10 | Volume: Projected relative volume 0.88 in Normal band (870 in 105s -> projected 2479) | Open Interest: OI 2135490 -> 2135580 (+0.00%) | Poc: Close 57761.00 below POC 57792.50 | Vah: Close 57761.00 below VAH 57875.00 | Val: Close 57761.00 above VAL 57750.00 | Vwap Pullback: High 57798.00 within 10 of VWAP 57802.96 > Close 57761.00 | Vwap Rejection: Close 57761.00 held 100% of range below VWAP 57802.96",b3620733
a2da69cf-c9d7-4e1a-8a8e-657f27568862,2026-08-12T14:11:53.901420,Trading,Short,B,65,ema,57716.0,"Trend: Close 57716.00 below VWAP 57801.52, slope -3.45 (holding, exits above +4.30) | Pullback: High 57743.20 >= EMA10 57737.88 > Close 57716.00 | Rejection: Upper wick + bearish candle + Close below EMA10 | Volume: Projected relative volume 1.10 in Normal band (960 in 114s -> projected 2529) | Open Interest: OI 2136570 -> 2136570 (+0.00%) | Poc: Close 57716.00 below POC 57792.50 | Vah: Close 57716.00 below VAH 57880.00 | Val: Close 57716.00 below VAL 57750.00 | Vwap Pullback: No pullback to VWAP 57801.52 | Vwap Rejection: Close 57716.00 held 100% of range below VWAP 57801.52",b3620733
08df94c7-4b8f-4ee5-a867-497b6b40060c,2026-08-13T09:15:01.000991,Error,,,,,,Could not start live market stream: Incorrect `api_key` or `access_token`.,b3620733
6457b7f7-2518-4eb1-9f48-2837e21e5e7e,2026-08-13T11:37:27.283288,Trading,Long,B,65,vwap,57845.0,"Trend: Close 57845.00 above VWAP 57842.92, slope +2.73 (holding, exits below -4.30) | Pullback: No pullback to EMA10 | Rejection: No rejection pattern | Volume: Projected relative volume 0.89 in Normal band (1110 in 147s -> projected 2261) | Open Interest: OI 2111910 -> 2111850 (-0.00%) | Poc: Close 57845.00 above POC 57812.50 | Vah: Close 57845.00 below VAH 57880.00 | Val: Close 57845.00 above VAL 57765.00 | Vwap Pullback: Low 57818.40 within 10 of VWAP 57842.92 < Close 57845.00 | Vwap Rejection: Close 57845.00 held 77% of range above VWAP 57842.92",b3620733
b46294ce-774d-4183-b39e-6d1dc6f72f29,2026-08-13T11:41:17.442046,Trading,Long,B,65,vwap,57850.0,"Trend: Close 57850.00 above VWAP 57842.94, slope +0.18 (holding, exits below -4.30) | Pullback: No pullback to EMA10 | Rejection: Lower wick + bullish candle + Close above EMA10 | Volume: Projected relative volume 0.99 in Normal band (630 in 77s -> projected 2441) | Open Interest: OI 2112600 -> 2112240 (-0.02%) | Poc: Close 57850.00 above POC 57812.50 | Vah: Close 57850.00 below VAH 57875.00 | Val: Close 57850.00 above VAL 57765.00 | Vwap Pullback: Low 57840.00 within 10 of VWAP 57842.94 < Close 57850.00 | Vwap Rejection: Close 57850.00 held 100% of range above VWAP 57842.94",b3620733
564ae210-df71-4c33-ac1f-c1eead8a11a2,2026-08-13T11:59:43.818590,Trading,Long,B,65,vwap,57855.0,"Trend: Close 57855.00 above VWAP 57843.04, slope +2.73 (holding, exits below -4.30) | Pullback: Low 57820.00 <= EMA10 57825.67 < Close 57855.00 | Rejection: No rejection pattern | Volume: Projected relative volume 1.08 in Normal band (2310 in 284s -> projected 2442) | Open Interest: OI 2109600 -> 2109660 (+0.00%) | Poc: Close 57855.00 above POC 57817.50 | Vah: Close 57855.00 below VAH 57875.00 | Val: Close 57855.00 above VAL 57765.00 | Vwap Pullback: Low 57820.00 within 10 of VWAP 57843.04 < Close 57855.00 | Vwap Rejection: Close 57855.00 held 71% of range above VWAP 57843.04",b3620733
83944b62-f846-44ed-8ce0-2449dbe6fc17,2026-08-13T12:00:31.858647,Trading,Long,A,80,vwap,57894.8,"Trend: Close 57894.80 above VWAP 57843.24, slope +14.80 (entered, exits below +4.30) | Pullback: No pullback to EMA10 | Rejection: Lower wick + bullish candle + Close above EMA10 | Volume: Projected relative volume 4.48 >= 1.30 (1110 in 32s -> projected 10453) | Open Interest: OI 2109540 -> 2109540 (+0.00%) | Poc: Close 57894.80 above POC 57817.50 | Vah: Close 57894.80 above VAH 57875.00 | Val: Close 57894.80 above VAL 57765.00 | Vwap Pullback: Low 57847.20 within 10 of VWAP 57843.24 < Close 57894.80 | Vwap Rejection: Close 57894.80 held 100% of range above VWAP 57843.24",b3620733
122df6e5-4abc-4c80-ad0f-c1f66bb94ae0,2026-08-13T12:17:16.210109,Trading,Short,B,65,ema+vwap,57840.0,"Trend: Close 57840.00 below VWAP 57850.33, slope -11.82 (entered, exits above -4.30) | Pullback: High 57905.00 >= EMA10 57858.19 > Close 57840.00 | Rejection: Upper wick + bearish candle + Close below EMA10 | Volume: Projected relative volume 1.21 in Normal band (1440 in 136s -> projected 3172) | Open Interest: OI 2113530 -> 2114160 (+0.03%) | Poc: Close 57840.00 above POC 57817.50 | Vah: Close 57840.00 below VAH 57885.00 | Val: Close 57840.00 above VAL 57765.00 | Vwap Pullback: High 57905.00 within 10 of VWAP 57850.33 > Close 57840.00 | Vwap Rejection: Close 57840.00 held 100% of range below VWAP 57850.33",b3620733
a8a9af8c-905e-478e-b87b-910953b1aaa4,2026-08-13T12:18:28.239558,Trading,Short,A,80,ema+vwap,57805.0,"Trend: Close 57805.00 below VWAP 57850.07, slope -6.36 (entered, exits above -4.30) | Pullback: High 57905.00 >= EMA10 57851.82 > Close 57805.00 | Rejection: Upper wick + bearish candle + Close below EMA10 | Volume: Projected relative volume 1.51 >= 1.30 (2760 in 208s -> projected 3976) | Open Interest: OI 2113530 -> 2114490 (+0.05%) | Poc: Close 57805.00 below POC 57817.50 | Vah: Close 57805.00 below VAH 57885.00 | Val: Close 57805.00 above VAL 57765.00 | Vwap Pullback: High 57905.00 within 10 of VWAP 57850.07 > Close 57805.00 | Vwap Rejection: Close 57805.00 held 100% of range below VWAP 57850.07",b3620733
ab6b5d79-8602-47bd-a04f-e0dae18f0848,2026-08-13T12:51:14.907211,Trading,Short,B,65,ema+vwap,57830.0,"Trend: Close 57830.00 below VWAP 57850.31, slope -4.55 (entered, exits above -4.30) | Pullback: High 57866.00 >= EMA10 57855.96 > Close 57830.00 | Rejection: Upper wick + bearish candle + Close below EMA10 | Volume: Projected relative volume 1.12 in Normal band (570 in 75s -> projected 2283) | Open Interest: OI 2116140 -> 2116140 (+0.00%) | Poc: Close 57830.00 above POC 57817.50 | Vah: Close 57830.00 below VAH 57885.00 | Val: Close 57830.00 above VAL 57765.00 | Vwap Pullback: High 57866.00 within 10 of VWAP 57850.31 > Close 57830.00 | Vwap Rejection: Close 57830.00 held 100% of range below VWAP 57850.31",b3620733
