id,timestamp,type,direction,grade,confidence,current_price,reason_list
ee168417-314a-4d09-b56d-48e75a9fa4c6,2026-08-03T15:22:50.561945,Trading,Short,A+,95,57846.4,"Trend: Close 57846.40 & EMA10 57855.76 below VWAP 57905.62, slope -2.08 | Pullback: High 57870.00 >= EMA10 57855.76 > Close 57846.40 | Rejection: Upper wick + bearish candle + Close below EMA10 | Volume: Relative volume 2.09 >= 1.3 | Open Interest: OI 2143170 -> 2144340 (+0.05%) | Poc: Close 57846.40 below POC 58002.50 | Vah: Close 57846.40 below VAH 58030.00 | Val: Close 57846.40 above VAL 57835.00"
560ebeb3-0f00-4090-bed9-4ac3d5615724,2026-08-03T15:23:03.411498,Trading,Short,A+,95,57851.0,"Trend: Close 57851.00 & EMA10 57856.60 below VWAP 57905.60, slope -1.24 | Pullback: High 57870.00 >= EMA10 57856.60 > Close 57851.00 | Rejection: Upper wick + bearish candle + Close below EMA10 | Volume: Relative volume 2.34 >= 1.3 | Open Interest: OI 2143170 -> 2144340 (+0.05%) | Poc: Close 57851.00 below POC 58002.50 | Vah: Close 57851.00 below VAH 58030.00 | Val: Close 57851.00 above VAL 57835.00"
f95fa805-fe55-4e29-b20f-f0e8c692642d,2026-08-03T15:23:42.224011,Trading,Short,A+,95,57853.4,"Trend: Close 57853.40 & EMA10 57857.03 below VWAP 57905.57, slope -0.81 | Pullback: High 57870.00 >= EMA10 57857.03 > Close 57853.40 | Rejection: Upper wick + bearish candle + Close below EMA10 | Volume: Relative volume 2.51 >= 1.3 | Open Interest: OI 2143170 -> 2144790 (+0.08%) | Poc: Close 57853.40 below POC 58002.50 | Vah: Close 57853.40 below VAH 58030.00 | Val: Close 57853.40 above VAL 57835.00"
0b3e9c67-d3a0-4317-8697-216a4598afb1,2026-08-03T15:24:25.311330,Trading,Short,A+,95,57833.8,"Trend: Close 57833.80 & EMA10 57853.47 below VWAP 57905.49, slope -4.37 | Pullback: High 57870.00 >= EMA10 57853.47 > Close 57833.80 | Rejection: Upper wick + bearish candle + Close below EMA10 | Volume: Relative volume 3.02 >= 1.3 | Open Interest: OI 2143170 -> 2144700 (+0.07%) | Poc: Close 57833.80 below POC 58002.50 | Vah: Close 57833.80 below VAH 58030.00 | Val: Close 57833.80 below VAL 57835.00"
3b3b12f2-02aa-44d3-90df-74b6661ccf9f,2026-08-03T15:24:51.326670,Trading,Short,A+,95,57850.0,"Trend: Close 57850.00 & EMA10 57856.41 below VWAP 57905.46, slope -1.43 | Pullback: High 57870.00 >= EMA10 57856.41 > Close 57850.00 | Rejection: Upper wick + bearish candle + Close below EMA10 | Volume: Relative volume 3.21 >= 1.3 | Open Interest: OI 2143170 -> 2144700 (+0.07%) | Poc: Close 57850.00 below POC 58002.50 | Vah: Close 57850.00 below VAH 58030.00 | Val: Close 57850.00 above VAL 57835.00"
84dd9031-58e2-49a3-80b5-c5d331b5d8a3,2026-08-05T13:12:06.177167,Trading,Short,A,80,57761.0,"Trend: Close 57761.00 & EMA10 57806.72 below VWAP 58018.90, slope -7.13 (entered, exits above -3.00) | Pullback: High 57807.00 >= EMA10 57806.72 > Close 57761.00 | Rejection: Upper wick + bearish candle + Close below EMA10 | Volume: Projected relative volume 1.58 >= 1.25 (3300 in 126s -> projected 7846) | Open Interest: OI 2183160 -> 2184090 (+0.04%) | Poc: Close 57761.00 below POC 58107.50 | Vah: Close 57761.00 below VAH 58175.00 | Val: Close 57761.00 below VAL 57945.00"
86335bb3-069a-445d-b675-61d746297392,2026-08-05T13:12:18.254508,Trading,Short,A,80,57760.0,"Trend: Close 57760.00 & EMA10 57806.54 below VWAP 58018.83, slope -2.33 (holding, exits above +3.00) | Pullback: High 57807.00 >= EMA10 57806.54 > Close 57760.00 | Rejection: Upper wick + bearish candle + Close below EMA10 | Volume: Projected relative volume 1.50 >= 1.25 (3420 in 138s -> projected 7421) | Open Interest: OI 2183160 -> 2184090 (+0.04%) | Poc: Close 57760.00 below POC 58107.50 | Vah: Close 57760.00 below VAH 58175.00 | Val: Close 57760.00 below VAL 57945.00"
80d79f61-c2c0-4f0b-8007-ac277b7af9ab,2026-08-05T13:12:30.267833,Trading,Short,A+,95,57757.2,"Trend: Close 57757.20 & EMA10 57806.03 below VWAP 58018.58, slope -2.87 (holding, exits above +3.00) | Pullback: High 57807.00 >= EMA10 57806.03 > Close 57757.20 | Rejection: Upper wick + bearish candle + Close below EMA10 | Volume: Projected relative volume 1.56 >= 1.25 (3870 in 150s -> projected 7726) | Open Interest: OI 2183160 -> 2184720 (+0.07%) | Poc: Close 57757.20 below POC 58107.50 | Vah: Close 57757.20 below VAH 58175.00 | Val: Close 57757.20 below VAL 57945.00"
3fb76299-ceda-439b-96c7-de7d6111371a,2026-08-05T13:12:38.283744,Trading,Short,A+,95,57750.4,"Trend: Close 57750.40 & EMA10 57804.79 below VWAP 58018.50, slope -6.00 (entered, exits above -3.00) | Pullback: High 57807.00 >= EMA10 57804.79 > Close 57750.40 | Rejection: Upper wick + bearish candle + Close below EMA10 | Volume: Projected relative volume 1.54 >= 1.25 (4020 in 158s -> projected 7619) | Open Interest: OI 2183160 -> 2184720 (+0.07%) | Poc: Close 57750.40 below POC 58107.50 | Vah: Close 57750.40 below VAH 58175.00 | Val: Close 57750.40 below VAL 57945.00"
f331d41d-06f1-4cbe-aebd-774737a9e06b,2026-08-05T13:12:50.383140,Trading,Short,A+,95,57750.0,"Trend: Close 57750.00 & EMA10 57804.72 below VWAP 58018.35, slope -4.15 (entered, exits above -3.00) | Pullback: High 57807.00 >= EMA10 57804.72 > Close 57750.00 | Rejection: Upper wick + bearish candle + Close below EMA10 | Volume: Projected relative volume 1.52 >= 1.25 (4290 in 170s -> projected 7554) | Open Interest: OI 2183160 -> 2184720 (+0.07%) | Poc: Close 57750.00 below POC 58107.50 | Vah: Close 57750.00 below VAH 58175.00 | Val: Close 57750.00 below VAL 57945.00"
8875833a-889d-4653-8315-86a4645a94b4,2026-08-05T13:13:10.543058,Trading,Short,A+,95,57750.0,"Trend: Close 57750.00 & EMA10 57804.72 below VWAP 58018.11, slope -2.00 (holding, exits above +3.00) | Pullback: High 57807.00 >= EMA10 57804.72 > Close 57750.00 | Rejection: Upper wick + bearish candle + Close below EMA10 | Volume: Projected relative volume 1.51 >= 1.25 (4770 in 191s -> projected 7510) | Open Interest: OI 2183160 -> 2184720 (+0.07%) | Poc: Close 57750.00 below POC 58107.50 | Vah: Close 57750.00 below VAH 58175.00 | Val: Close 57750.00 below VAL 57945.00"
4e6f6084-a69c-462e-b4c4-65d886728164,2026-08-05T13:14:54.853481,Trading,Short,A,80,57750.0,"Trend: Close 57750.00 & EMA10 57804.72 below VWAP 58017.37, slope +0.00 (holding, exits above +3.00) | Pullback: High 57807.00 >= EMA10 57804.72 > Close 57750.00 | Rejection: Upper wick + bearish candle + Close below EMA10 | Volume: Projected relative volume 1.25 in Normal band (6090 in 295s -> projected 6196) | Open Interest: OI 2183160 -> 2185860 (+0.12%) | Poc: Close 57750.00 below POC 58107.50 | Vah: Close 57750.00 below VAH 58175.00 | Val: Close 57750.00 below VAL 57945.00"
2232e129-55b2-4285-9e2a-0e04287985b8,2026-08-05T14:52:41.647222,Trading,Short,B,65,57750.2,"Trend: Close 57750.20 & EMA10 57766.98 below VWAP 57988.69, slope -2.69 (holding, exits above +3.00) | Pullback: High 57784.40 >= EMA10 57766.98 > Close 57750.20 | Rejection: Upper wick + bearish candle + Close below EMA10 | Volume: Projected relative volume 1.20 in Normal band (2190 in 162s -> projected 4064) | Open Interest: OI 2211450 -> 2212110 (+0.03%) | Poc: Close 57750.20 below POC 58107.50 | Vah: Close 57750.20 below VAH 58175.00 | Val: Close 57750.20 below VAL 57895.00"
db99940b-e966-4428-9b57-d34b56709124,2026-08-05T14:52:55.672390,Trading,Short,B,65,57750.0,"Trend: Close 57750.00 & EMA10 57766.94 below VWAP 57988.61, slope -4.36 (entered, exits above -3.00) | Pullback: High 57784.40 >= EMA10 57766.94 > Close 57750.00 | Rejection: Upper wick + bearish candle + Close below EMA10 | Volume: Projected relative volume 1.19 in Normal band (2370 in 176s -> projected 4047) | Open Interest: OI 2211450 -> 2212110 (+0.03%) | Poc: Close 57750.00 below POC 58107.50 | Vah: Close 57750.00 below VAH 58175.00 | Val: Close 57750.00 below VAL 57895.00"
7ac6e3a1-ef4a-43bd-b7f3-ca110694d26d,2026-08-05T14:53:01.675171,Trading,Short,A,80,57751.0,"Trend: Close 57751.00 & EMA10 57767.12 below VWAP 57988.61, slope -1.64 (holding, exits above +3.00) | Pullback: High 57784.40 >= EMA10 57767.12 > Close 57751.00 | Rejection: Upper wick + bearish candle + Close below EMA10 | Volume: Projected relative volume 1.15 in Normal band (2370 in 182s -> projected 3914) | Open Interest: OI 2211450 -> 2212860 (+0.06%) | Poc: Close 57751.00 below POC 58107.50 | Vah: Close 57751.00 below VAH 58175.00 | Val: Close 57751.00 below VAL 57895.00"
64d90679-fc24-4a3c-9840-8d1f066dc0f1,2026-08-05T15:01:57.877326,Trading,Short,B,65,57765.0,"Trend: Close 57765.00 & EMA10 57774.15 below VWAP 57985.35, slope -4.55 (entered, exits above -3.00) | Pullback: High 57798.60 >= EMA10 57774.15 > Close 57765.00 | Rejection: Upper wick + bearish candle + Close below EMA10 | Volume: Projected relative volume 1.05 in Normal band (1410 in 118s -> projected 3589) | Open Interest: OI 2210550 -> 2210550 (+0.00%) | Poc: Close 57765.00 below POC 58107.50 | Vah: Close 57765.00 below VAH 58175.00 | Val: Close 57765.00 below VAL 57890.00"
bfc115a3-af5a-4c46-97a0-c4541f87523f,2026-08-05T15:02:16.980577,Trading,Short,A,80,57763.0,"Trend: Close 57763.00 & EMA10 57773.78 below VWAP 57985.13, slope -5.02 (entered, exits above -3.00) | Pullback: High 57798.60 >= EMA10 57773.78 > Close 57763.00 | Rejection: Upper wick + bearish candle + Close below EMA10 | Volume: Projected relative volume 1.27 >= 1.25 (1980 in 137s -> projected 4336) | Open Interest: OI 2210550 -> 2210640 (+0.00%) | Poc: Close 57763.00 below POC 58107.50 | Vah: Close 57763.00 below VAH 58175.00 | Val: Close 57763.00 below VAL 57890.00"
8062087c-1ce4-433e-bbd6-ebad4f23deff,2026-08-05T15:06:27.944083,Trading,Short,B,65,57781.0,"Trend: Close 57781.00 & EMA10 57781.94 below VWAP 57983.78, slope -4.84 (entered, exits above -3.00) | Pullback: High 57810.00 >= EMA10 57781.94 > Close 57781.00 | Rejection: Upper wick + bearish candle + Close below EMA10 | Volume: Projected relative volume 0.92 in Normal band (930 in 88s -> projected 3172) | Open Interest: OI 2211420 -> 2211870 (+0.02%) | Poc: Close 57781.00 below POC 58107.50 | Vah: Close 57781.00 below VAH 58175.00 | Val: Close 57781.00 below VAL 57885.00"
b813444a-0b13-4079-92d2-7c1ccb6b56b0,2026-08-05T15:06:44.978044,Trading,Short,B,65,57781.0,"Trend: Close 57781.00 & EMA10 57781.94 below VWAP 57983.73, slope -3.45 (entered, exits above -3.00) | Pullback: High 57810.00 >= EMA10 57781.94 > Close 57781.00 | Rejection: Upper wick + bearish candle + Close below EMA10 | Volume: Projected relative volume 0.87 in Normal band (1050 in 105s -> projected 3001) | Open Interest: OI 2211420 -> 2211870 (+0.02%) | Poc: Close 57781.00 below POC 58107.50 | Vah: Close 57781.00 below VAH 58175.00 | Val: Close 57781.00 below VAL 57885.00"
3e6bf7b2-d39c-4049-87f6-c7499b60822e,2026-08-05T15:37:30.932489,Trading,Short,B,65,57802.0,"Trend: Close 57802.00 & EMA10 57812.52 below VWAP 57973.34, slope -6.00 (entered, exits above -4.30) | Pullback: High 57838.00 >= EMA10 57812.52 > Close 57802.00 | Rejection: Upper wick + bearish candle + Close below EMA10 | Volume: Projected relative volume 0.89 in Normal band (1860 in 151s -> projected 3697) | Open Interest: OI 2195850 -> 2196000 (+0.01%) | Poc: Close 57802.00 below POC 58107.50 | Vah: Close 57802.00 below VAH 58175.00 | Val: Close 57802.00 below VAL 57855.00"
fa7f8b25-0f85-4ab6-a3a0-a1bdec0388fb,2026-08-05T15:38:48.054033,Trading,Short,B,65,57791.0,"Trend: Close 57791.00 & EMA10 57810.52 below VWAP 57973.02, slope -2.00 (holding, exits above +4.30) | Pullback: High 57838.00 >= EMA10 57810.52 > Close 57791.00 | Rejection: Upper wick + bearish candle + Close below EMA10 | Volume: Projected relative volume 0.93 in Normal band (2940 in 228s -> projected 3868) | Open Interest: OI 2195850 -> 2195850 (+0.00%) | Poc: Close 57791.00 below POC 58107.50 | Vah: Close 57791.00 below VAH 58175.00 | Val: Close 57791.00 below VAL 57855.00"
4be39978-f5d8-48d9-a926-23b651ba3800,2026-08-05T15:39:44.290399,Trading,Short,A,80,57783.2,"Trend: Close 57783.20 & EMA10 57809.10 below VWAP 57972.25, slope -3.42 (holding, exits above +4.30) | Pullback: High 57838.00 >= EMA10 57809.10 > Close 57783.20 | Rejection: Upper wick + bearish candle + Close below EMA10 | Volume: Projected relative volume 1.38 >= 1.30 (5430 in 284s -> projected 5730) | Open Interest: OI 2195850 -> 2195280 (-0.03%) | Poc: Close 57783.20 below POC 58107.50 | Vah: Close 57783.20 below VAH 58175.00 | Val: Close 57783.20 below VAL 57855.00"
1dbb9635-b013-4d8e-bf55-445e1d4c1dcf,2026-08-05T15:40:52.391909,Error,,,,,WebSocket disconnected: no tick for 31s
